QUERYID	BIN_ID	GCF_final	CONTIG	LENGTH	NB_GENE	TYPE	detector	deepbgc_score	cat_name	anno_taxon	in_curated_db	in_HRGM	novel
opera_contig_2242_2-5706.1	TLL06_bin.111	2928	opera_contig_2242	5704	8	RiPP	deepbgc	0.63861	Isolate	Flavonifractor_sp000508885	FALSE	FALSE	TRUE
opera_contig_2242_50-2483.1	TLL25_bin.86	6986	opera_contig_2242	2433	2	Polyketide	deepbgc	0.64538	MAG	Faecalibacterium_SGB_15346	FALSE	FALSE	TRUE
opera_contig_224224_100842-107106.1	TLL39_bin.24	9258	opera_contig_224224	6264	4	Saccharide	deepbgc	0.66992	Isolate	Agathobacter_rectale	FALSE	FALSE	TRUE
opera_contig_224233_65414-98442.1	TLL39_bin.24	2926	opera_contig_224233	33028	52	RiPP	deepbgc	0.74024	Isolate	Agathobacter_rectale	FALSE	FALSE	TRUE
opera_contig_224238_32726-37153.1	TLL39_bin.24	2927	opera_contig_224238	4427	6	RiPP	deepbgc	0.53996	Isolate	Agathobacter_rectale	FALSE	FALSE	TRUE
opera_contig_224239_270684-284145.1	TLL13_bin.30	11359	opera_contig_224239	13461	18	Saccharide	deepbgc	0.81267	Isolate	Olsenella_B_sp000752675	FALSE	FALSE	TRUE
opera_contig_224244_162369-171484.1	TLL13_bin.30	6985	opera_contig_224244	9115	9	Polyketide	deepbgc	0.88057	Isolate	Olsenella_B_sp000752675	FALSE	FALSE	TRUE
opera_contig_224261_48924-70935.1	TLL13_bin.11	8870	opera_contig_224261	22011	25	Saccharide	deepbgc	0.90312	Isolate	Faecalicatena_torques	FALSE	FALSE	TRUE
opera_contig_224262_103655-139761.1	TLL13_bin.11	12728	opera_contig_224262	36106	41	Saccharide	deepbgc	0.89401	Isolate	Faecalicatena_torques	FALSE	FALSE	TRUE
opera_contig_224262_119157-156682.1	TLL39_bin.109	12337	opera_contig_224262	37525	34	Saccharide	deepbgc	0.93234	Isolate	Alistipes_putredinis	FALSE	FALSE	TRUE
opera_contig_224369_225008-268689.1	TLL39_bin.7	11360	opera_contig_224369	43681	39	Saccharide	deepbgc	0.95991	MAG	Eubacterium_R_sp000436835	FALSE	FALSE	TRUE
opera_contig_224370_272284-295350.1	TLL39_bin.7	12449	opera_contig_224370	23066	21	Saccharide	deepbgc	0.82368	MAG	Eubacterium_R_sp000436835	FALSE	FALSE	TRUE
opera_contig_224390_213350-227707.1	TLL13_bin.62	14014	opera_contig_224390	14357	13	Saccharide	deepbgc	0.84904	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
opera_contig_224392_65342-68869.1	TLL13_bin.62	6160	opera_contig_224392	3527	3	Polyketide	deepbgc	0.54509	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
opera_contig_224396_26502-29013.1	TLL13_bin.62	8376	opera_contig_224396	2511	3	Polyketide	deepbgc	0.54113	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
opera_contig_2244_19843-29131.1	TLL21_bin.33	2929	opera_contig_2244	9288	11	RiPP	deepbgc	0.75386	Novel	NS_626	FALSE	FALSE	TRUE
opera_contig_224454_636878-639773.1	TLL13_bin.102	6987	opera_contig_224454	2895	3	Polyketide	deepbgc	0.56652	Isolate	Alistipes_A_ihumii	FALSE	FALSE	TRUE
opera_contig_224455_176453-187331.1	TLL13_bin.102	11361	opera_contig_224455	10878	10	Saccharide	deepbgc	0.79993	Isolate	Alistipes_A_ihumii	FALSE	FALSE	TRUE
opera_contig_224455_89354-121544.1	TLL13_bin.102	11362	opera_contig_224455	32190	33	Saccharide	deepbgc	0.84997	Isolate	Alistipes_A_ihumii	FALSE	FALSE	TRUE
opera_contig_224481_1169816-1186766.1	TLL39_bin.6	11817	opera_contig_224481	16950	17	Saccharide	deepbgc	0.82989	Isolate	Streptococcus_pasteurianus	FALSE	FALSE	TRUE
opera_contig_224481_1705244-1721984.1	TLL39_bin.6	8468	opera_contig_224481	16740	13	Saccharide	deepbgc	0.76034	Isolate	Streptococcus_pasteurianus	FALSE	FALSE	TRUE
opera_contig_224537_54-7763.1	TLL13_bin.104	10821	opera_contig_224537	7709	8	Saccharide	deepbgc	0.56341	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_224551_12012-17771.1	TLL13_bin.104	6988	opera_contig_224551	5759	8	Polyketide	deepbgc	0.58931	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_224554_0-16542.1	TLL13_bin.104	2930	opera_contig_224554	16542	22	RiPP	deepbgc	0.94172	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_224565_2-7745.1	TLL13_bin.104	6989	opera_contig_224565	7743	7	Polyketide	deepbgc	0.76688	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_224565_9470-12292.1	TLL13_bin.104	6599	opera_contig_224565	2822	4	Polyketide	deepbgc	0.55257	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_224589_2-9716.1	TLL13_bin.104	1831	opera_contig_224589	9714	9	RiPP	deepbgc	0.84012	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_224597_1-12464.1	TLL13_bin.104	15167	opera_contig_224597	12463	16	Other	deepbgc	0.8183	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_2246_2-2218.1	TLL07_bin.28	2933	opera_contig_2246	2216	2	RiPP	deepbgc	0.55123	MAG	Coriobacteriaceae_SGB_14378	FALSE	FALSE	TRUE
opera_contig_2246_217-10621.1	TLL24_bin.7	15168	opera_contig_2246	10404	10	Other	deepbgc	0.75261	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
opera_contig_2246_75-2816.1	TLL73_bin.26	2172	opera_contig_2246	2741	2	RiPP	deepbgc	0.63947	MAG	Gemmiger_sp003476825	FALSE	FALSE	TRUE
opera_contig_224612_543-9055.1	TLL13_bin.104	11363	opera_contig_224612	8512	14	Saccharide	deepbgc	0.95184	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_224627_1141858-1162397.1	TLL39_bin.5	11364	opera_contig_224627	20539	19	Saccharide	deepbgc	0.86285	Isolate	Faecalibacterium_prausnitzii_D	FALSE	FALSE	TRUE
opera_contig_224627_1476800-1483389.1	TLL39_bin.5	3158	opera_contig_224627	6589	6	RiPP	deepbgc	0.62026	Isolate	Faecalibacterium_prausnitzii_D	FALSE	FALSE	TRUE
opera_contig_224627_227601-231008.1	TLL39_bin.5	6725	opera_contig_224627	3407	4	Polyketide	deepbgc	0.54205	Isolate	Faecalibacterium_prausnitzii_D	FALSE	TRUE	FALSE
opera_contig_224632_381475-403141.1	TLL39_bin.4	11365	opera_contig_224632	21666	16	Saccharide	deepbgc	0.73968	Isolate	Senegalimassilia_anaerobia	FALSE	FALSE	TRUE
opera_contig_224633_423396-439547.1	TLL39_bin.4	2931	opera_contig_224633	16151	16	RiPP	deepbgc	0.74179	Isolate	Senegalimassilia_anaerobia	FALSE	FALSE	TRUE
opera_contig_224633_445100-447652.1	TLL39_bin.4	11366	opera_contig_224633	2552	3	Saccharide	deepbgc	0.76905	Isolate	Senegalimassilia_anaerobia	FALSE	FALSE	TRUE
opera_contig_224638_15669-18656.1	TLL39_bin.114	11367	opera_contig_224638	2987	2	Saccharide	deepbgc	0.70223	MAG	Anaerotignum_sp000436415	FALSE	FALSE	TRUE
opera_contig_224638_78-7671.1	TLL39_bin.114	2932	opera_contig_224638	7593	7	RiPP	deepbgc	0.72461	MAG	Anaerotignum_sp000436415	FALSE	TRUE	FALSE
opera_contig_224644_116534-119809.1	TLL39_bin.114	6263	opera_contig_224644	3275	3	Polyketide	deepbgc	0.50984	MAG	Anaerotignum_sp000436415	FALSE	FALSE	TRUE
opera_contig_224654_2-3838.1	TLL13_bin.104	6990	opera_contig_224654	3836	2	Polyketide	deepbgc	0.50808	Isolate	Parabacteroides_merdae	FALSE	FALSE	TRUE
opera_contig_224688_103584-106145.1	TLL39_bin.96	3327	opera_contig_224688	2561	4	RiPP	deepbgc	0.59382	Isolate	Fusicatenibacter_saccharivorans	FALSE	FALSE	TRUE
opera_contig_224688_331348-342840.1	TLL39_bin.96	11526	opera_contig_224688	11492	12	Saccharide	deepbgc	0.78231	Isolate	Fusicatenibacter_saccharivorans	FALSE	FALSE	TRUE
opera_contig_224689_136700-166788.1	TLL39_bin.96	12923	opera_contig_224689	30088	31	Saccharide	deepbgc	0.79454	Isolate	Fusicatenibacter_saccharivorans	FALSE	FALSE	TRUE
opera_contig_224690_348966-376864.1	TLL39_bin.96	12690	opera_contig_224690	27898	22	Saccharide	deepbgc	0.92313	Isolate	Fusicatenibacter_saccharivorans	FALSE	FALSE	TRUE
opera_contig_224691_300810-335115.1	TLL39_bin.96	11872	opera_contig_224691	34305	30	Saccharide	deepbgc	0.91229	Isolate	Fusicatenibacter_saccharivorans	FALSE	FALSE	TRUE
opera_contig_2247_0-7570.1	TLL51_bin.65	5606	opera_contig_2247	7570	3	NRP	deepbgc	0.60617	MAG	Eggerthellaceae_SGB_14816	FALSE	FALSE	TRUE
opera_contig_2247_2-5839.1	TLL20_bin.70	11371	opera_contig_2247	5837	5	Saccharide	deepbgc	0.66392	MAG	CAG-103_sp000432375	FALSE	FALSE	TRUE
opera_contig_224700_135783-157259.1	TLL13_bin.78	11368	opera_contig_224700	21476	20	Saccharide	deepbgc	0.8778	MAG	UBA1417_sp003531055	FALSE	FALSE	TRUE
opera_contig_224700_64288-70426.1	TLL39_bin.96	2934	opera_contig_224700	6138	8	RiPP	deepbgc	0.72737	Isolate	Fusicatenibacter_saccharivorans	FALSE	FALSE	TRUE
opera_contig_224701_71896-76340.1	TLL13_bin.78	15301	opera_contig_224701	4444	5	Other	deepbgc	0.5753	MAG	UBA1417_sp003531055	FALSE	FALSE	TRUE
opera_contig_224718_446816-464109.1	TLL39_bin.91	11369	opera_contig_224718	17293	15	Saccharide	deepbgc	0.87735	Isolate	Agathobacter_faecis	FALSE	FALSE	TRUE
opera_contig_224721_163-4044.1	TLL39_bin.91	8542	opera_contig_224721	3881	4	Saccharide	deepbgc	0.72488	Isolate	Agathobacter_faecis	FALSE	FALSE	TRUE
opera_contig_224721_319956-327049.1	TLL39_bin.91	814	opera_contig_224721	7093	9	RiPP	deepbgc	0.90843	Isolate	Agathobacter_faecis	FALSE	FALSE	TRUE
opera_contig_224721_90016-101368.1	TLL39_bin.91	11370	opera_contig_224721	11352	11	Saccharide	deepbgc	0.8663	Isolate	Agathobacter_faecis	FALSE	FALSE	TRUE
opera_contig_224722_267347-274874.1	TLL39_bin.91	2935	opera_contig_224722	7527	9	RiPP	deepbgc	0.69538	Isolate	Agathobacter_faecis	FALSE	FALSE	TRUE
opera_contig_224737_165887-169884.1	TLL39_bin.52	14675	opera_contig_224737	3997	4	Other	deepbgc	0.55654	Isolate	Agathobaculum_butyriciproducens	FALSE	FALSE	TRUE
opera_contig_2248_2859-6645.1	TLL39_bin.102	2936	opera_contig_2248	3786	3	RiPP	deepbgc	0.59026	MAG	Enterocloster_sp900541315_SRR3582149_bin.15	FALSE	FALSE	TRUE
opera_contig_2248_57-4921.1	TLL21_bin.35	6993	opera_contig_2248	4864	5	Polyketide	deepbgc	0.58463	Isolate	Clostridium_Q_symbiosum	FALSE	FALSE	TRUE
opera_contig_224831_178109-193766.1	TLL39_bin.92	11372	opera_contig_224831	15657	21	Saccharide	deepbgc	0.93195	Isolate	Parabacteroides_distasonis	FALSE	FALSE	TRUE
opera_contig_224834_308-13890.1	TLL39_bin.92	11373	opera_contig_224834	13582	19	Saccharide	deepbgc	0.96162	Isolate	Parabacteroides_distasonis	FALSE	FALSE	TRUE
opera_contig_224834_58250-85121.1	TLL39_bin.92	10559	opera_contig_224834	26871	30	Saccharide	deepbgc	0.80252	Isolate	Parabacteroides_distasonis	FALSE	FALSE	TRUE
opera_contig_224835_64-12471.1	TLL39_bin.92	10422	opera_contig_224835	12407	13	Saccharide	deepbgc	0.94995	Isolate	Parabacteroides_distasonis	FALSE	FALSE	TRUE
opera_contig_224838_45739-53825.1	TLL39_bin.92	14538	opera_contig_224838	8086	9	Other	deepbgc	0.76957	Isolate	Parabacteroides_distasonis	FALSE	FALSE	TRUE
opera_contig_224844_37383-54737.1	TLL39_bin.92	6991	opera_contig_224844	17354	14	Polyketide	deepbgc	0.6809	Isolate	Parabacteroides_distasonis	FALSE	FALSE	TRUE
opera_contig_224845_80791-88120.1	TLL39_bin.92	10138	opera_contig_224845	7329	7	Saccharide	deepbgc	0.64197	Isolate	Parabacteroides_distasonis	FALSE	FALSE	TRUE
opera_contig_224848_60572-66465.1	TLL39_bin.92	2465	opera_contig_224848	5893	6	RiPP	deepbgc	0.5903	Isolate	Parabacteroides_distasonis	FALSE	FALSE	TRUE
opera_contig_224848_672-6471.1	TLL39_bin.92	11374	opera_contig_224848	5799	8	Saccharide	deepbgc	0.68691	Isolate	Parabacteroides_distasonis	FALSE	FALSE	TRUE
opera_contig_224860_22027-59242.1	TLL39_bin.92	8846	opera_contig_224860	37215	35	Saccharide	deepbgc	0.85531	Isolate	Parabacteroides_distasonis	FALSE	FALSE	TRUE
opera_contig_224867_0-3390.1	TLL13_bin.91	6992	opera_contig_224867	3390	4	Polyketide	deepbgc	0.65519	Isolate	Bacteroides_fragilis	FALSE	FALSE	TRUE
opera_contig_224871_69-16124.1	TLL39_bin.92	11375	opera_contig_224871	16055	16	Saccharide	deepbgc	0.83781	Isolate	Parabacteroides_distasonis	FALSE	FALSE	TRUE
opera_contig_224875_1-8901.1	TLL39_bin.92	11376	opera_contig_224875	8900	11	Saccharide	deepbgc	0.63726	Isolate	Parabacteroides_distasonis	FALSE	FALSE	TRUE
opera_contig_224878_20546-26360.1	TLL39_bin.92	5828	opera_contig_224878	5814	7	Polyketide	deepbgc	0.61994	Isolate	Parabacteroides_distasonis	FALSE	FALSE	TRUE
opera_contig_224881_122638-140951.1	TLL13_bin.115	10838	opera_contig_224881	18313	15	Saccharide	deepbgc	0.83257	Isolate	Dorea_longicatena	FALSE	TRUE	FALSE
opera_contig_224882_603-2972.1	TLL39_bin.92	3893	opera_contig_224882	2369	2	RiPP	deepbgc	0.60235	Isolate	Parabacteroides_distasonis	FALSE	FALSE	TRUE
opera_contig_2249_2-5925.1	TLL102_bin.54	6994	opera_contig_2249	5923	11	Polyketide	deepbgc	0.55642	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
opera_contig_224903_29345-35520.1	TLL13_bin.8	11377	opera_contig_224903	6175	6	Saccharide	deepbgc	0.78899	MAG	Gemmiger_sp003476825	FALSE	FALSE	TRUE
opera_contig_224991_429-2756.1	TLL39_bin.67	7701	opera_contig_224991	2327	2	Polyketide	deepbgc	0.63382	MAG	Acetatifactor_sp900066565	FALSE	FALSE	TRUE
opera_contig_225_1-5711.1	TLL86_bin.35	6999	opera_contig_225	5710	11	Polyketide	deepbgc	0.86741	MAG	Eggerthellaceae_SGB_14822	FALSE	FALSE	TRUE
opera_contig_225_53401-65016.1	TLL16_bin.87	2953	opera_contig_225	11615	22	RiPP	deepbgc	0.82074	Isolate	Agathobacter_rectale	FALSE	FALSE	TRUE
opera_contig_225_6809-32572.1	TLL34_bin.53	11387	opera_contig_225	25763	23	Saccharide	deepbgc	0.91654	Isolate	Streptococcus_pasteurianus	FALSE	FALSE	TRUE
opera_contig_225_79-24935.1	TLL14_bin.78	5626	opera_contig_225	24856	23	NRP	deepbgc	0.69001	MAG	Coriobacteriaceae_SGB_14370	FALSE	FALSE	TRUE
opera_contig_2250_6-7825.1	TLL76_bin.76	890	opera_contig_2250	7819	9	RiPP	deepbgc	0.74162	Isolate	Lachnospira_sp003537285	FALSE	FALSE	TRUE
opera_contig_225042_68352-78036.1	TLL35_bin.66	11378	opera_contig_225042	9684	10	Saccharide	deepbgc	0.73262	Isolate	Faecalibacterium_prausnitzii_J	FALSE	FALSE	TRUE
opera_contig_225043_143946-164530.1	TLL35_bin.66	2938	opera_contig_225043	20584	16	RiPP	deepbgc	0.68903	Isolate	Faecalibacterium_prausnitzii_J	FALSE	FALSE	TRUE
opera_contig_225050_122-6851.1	TLL35_bin.66	2939	opera_contig_225050	6729	8	RiPP	deepbgc	0.64138	Isolate	Faecalibacterium_prausnitzii_J	FALSE	FALSE	TRUE
opera_contig_2251_61-4094.1	TLL24_bin.7	6995	opera_contig_2251	4033	5	Polyketide	deepbgc	0.61539	Isolate	Escherichia_flexneri	FALSE	FALSE	TRUE
opera_contig_2251_9-4468.1	TLL21_bin.43	6996	opera_contig_2251	4459	5	Polyketide	deepbgc	0.61191	Novel	NS_409	FALSE	FALSE	TRUE
opera_contig_225137_1267-4103.1	TLL35_bin.20	2940	opera_contig_225137	2836	2	RiPP	deepbgc	0.53445	Isolate	Faecalicatena_lactaris	FALSE	FALSE	TRUE
opera_contig_225143_0-2742.1	TLL35_bin.24	2941	opera_contig_225143	2742	2	RiPP	deepbgc	0.51761	Isolate	Fusicatenibacter_saccharivorans	FALSE	FALSE	TRUE
opera_contig_225171_115364-139051.1	TLL35_bin.67	11379	opera_contig_225171	23687	18	Saccharide	deepbgc	0.86353	Isolate	Bifidobacterium_longum	FALSE	FALSE	TRUE
opera_contig_225182_112410-174096.1	TLL35_bin.6	9881	opera_contig_225182	61686	50	Saccharide	deepbgc	0.92872	Isolate	Anaerostipes_hadrus	FALSE	FALSE	TRUE
opera_contig_225184_240-9607.1	TLL35_bin.6	5848	opera_contig_225184	9367	11	Polyketide	deepbgc	0.71904	Isolate	Anaerostipes_hadrus	FALSE	FALSE	TRUE
opera_contig_225189_2-16900.1	TLL35_bin.6	11380	opera_contig_225189	16898	18	Saccharide	deepbgc	0.91919	Isolate	Anaerostipes_hadrus	FALSE	FALSE	TRUE
opera_contig_225209_138-6113.1	TLL35_bin.77	3956	opera_contig_225209	5975	7	RiPP	deepbgc	0.87018	MAG	Dorea_formicigenerans_SGB_4575	FALSE	FALSE	TRUE
opera_contig_2253_8-16803.1	TLL94_bin.46	11381	opera_contig_2253	16795	16	Saccharide	deepbgc	0.90525	Isolate	Bacteroides_B_vulgatus	FALSE	FALSE	TRUE
opera_contig_2254_1353-9030.1	TLL84_bin.71	15169	opera_contig_2254	7677	11	Other	deepbgc	0.67411	Isolate	Bilophila_wadsworthia	FALSE	FALSE	TRUE
opera_contig_225450_101734-114247.1	TLL39_bin.45	2292	opera_contig_225450	12513	9	RiPP	deepbgc	0.74781	Isolate	Alistipes_shahii	FALSE	FALSE	TRUE
opera_contig_225452_136117-149773.1	TLL39_bin.45	6997	opera_contig_225452	13656	10	Polyketide	deepbgc	0.7119	Isolate	Alistipes_shahii	FALSE	FALSE	TRUE
opera_contig_2255_1386-9125.1	TLL14_bin.43	2943	opera_contig_2255	7739	10	RiPP	deepbgc	0.76194	Novel	NS_643	FALSE	FALSE	TRUE
opera_contig_225532_1-20195.1	TLL35_bin.32	11382	opera_contig_225532	20194	18	Saccharide	deepbgc	0.98746	MAG	UBA11774_sp003507655	FALSE	FALSE	TRUE
opera_contig_225543_8316-19596.1	TLL35_bin.32	2942	opera_contig_225543	11280	11	RiPP	deepbgc	0.70638	MAG	UBA11774_sp003507655	FALSE	FALSE	TRUE
opera_contig_225573_413-9484.1	TLL35_bin.32	11383	opera_contig_225573	9071	7	Saccharide	deepbgc	0.86917	MAG	UBA11774_sp003507655	FALSE	FALSE	TRUE
opera_contig_225574_422310-438889.1	TLL39_bin.129	10112	opera_contig_225574	16579	16	Saccharide	deepbgc	0.87839	Isolate	Bacteroides_B_vulgatus	FALSE	FALSE	TRUE
opera_contig_225576_131731-145702.1	TLL39_bin.129	14188	opera_contig_225576	13971	13	Saccharide	deepbgc	0.77346	Isolate	Bacteroides_B_vulgatus	FALSE	FALSE	TRUE
opera_contig_225576_278126-295176.1	TLL39_bin.129	9840	opera_contig_225576	17050	16	Saccharide	deepbgc	0.80667	Isolate	Bacteroides_B_vulgatus	FALSE	FALSE	TRUE
opera_contig_225578_420704-431604.1	TLL39_bin.129	9690	opera_contig_225578	10900	11	Saccharide	deepbgc	0.94431	Isolate	Bacteroides_B_vulgatus	FALSE	FALSE	TRUE
opera_contig_225580_166691-181661.1	TLL39_bin.129	12022	opera_contig_225580	14970	17	Saccharide	deepbgc	0.80948	Isolate	Bacteroides_B_vulgatus	FALSE	FALSE	TRUE
opera_contig_225594_2-10307.1	TLL35_bin.32	12175	opera_contig_225594	10305	14	Saccharide	deepbgc	0.96639	MAG	UBA11774_sp003507655	FALSE	FALSE	TRUE
opera_contig_225618_0-3678.1	TLL35_bin.32	11384	opera_contig_225618	3678	5	Saccharide	deepbgc	0.71757	MAG	UBA11774_sp003507655	FALSE	FALSE	TRUE
opera_contig_225642_1-2480.1	TLL39_bin.46	15170	opera_contig_225642	2479	5	Other	deepbgc	0.62813	Isolate	Faecalibacterium_prausnitzii_C	FALSE	FALSE	TRUE
opera_contig_2257_1-6052.1	TLL35_bin.48	11385	opera_contig_2257	6051	7	Saccharide	deepbgc	0.98018	MAG	Eubacterium_F_sp003491505	FALSE	FALSE	TRUE
opera_contig_225747_3983-9528.1	TLL39_bin.130	2944	opera_contig_225747	5545	9	RiPP	deepbgc	0.60381	MAG	CAG-110_sp003525905	FALSE	FALSE	TRUE
opera_contig_225754_815-7166.1	TLL39_bin.130	2945	opera_contig_225754	6351	8	RiPP	deepbgc	0.60826	MAG	CAG-110_sp003525905	FALSE	FALSE	TRUE
opera_contig_225760_171-24495.1	TLL39_bin.130	8895	opera_contig_225760	24324	11	Saccharide	deepbgc	0.65031	MAG	CAG-110_sp003525905	FALSE	FALSE	TRUE
opera_contig_225793_1121-12305.1	TLL39_bin.130	2946	opera_contig_225793	11184	4	RiPP	deepbgc	0.65589	MAG	CAG-110_sp003525905	FALSE	FALSE	TRUE
opera_contig_225798_241704-249387.1	TLL35_bin.42	2947	opera_contig_225798	7683	12	RiPP	deepbgc	0.79631	MAG	Blautia_A_sp900066165	FALSE	FALSE	TRUE
opera_contig_225801_25321-43042.1	TLL35_bin.42	9070	opera_contig_225801	17721	13	Saccharide	deepbgc	0.81984	MAG	Blautia_A_sp900066165	FALSE	FALSE	TRUE
opera_contig_225804_68-5142.1	TLL39_bin.130	2948	opera_contig_225804	5074	6	RiPP	deepbgc	0.58758	MAG	CAG-110_sp003525905	FALSE	FALSE	TRUE
opera_contig_225805_441-4270.1	TLL35_bin.42	6998	opera_contig_225805	3829	2	Polyketide	deepbgc	0.51671	MAG	Blautia_A_sp900066165	FALSE	FALSE	TRUE
opera_contig_225829_0-4367.1	TLL39_bin.130	2949	opera_contig_225829	4367	4	RiPP	deepbgc	0.59884	MAG	CAG-110_sp003525905	FALSE	FALSE	TRUE
opera_contig_225831_2-18172.1	TLL35_bin.42	11850	opera_contig_225831	18170	14	Saccharide	deepbgc	0.90791	MAG	Blautia_A_sp900066165	FALSE	FALSE	TRUE
opera_contig_225834_2-5589.1	TLL35_bin.42	1883	opera_contig_225834	5587	6	RiPP	deepbgc	0.78236000000000006	MAG	Blautia_A_sp900066165	FALSE	FALSE	TRUE
opera_contig_225836_405-5724.1	TLL39_bin.130	814	opera_contig_225836	5319	6	RiPP	deepbgc	0.89945	MAG	CAG-110_sp003525905	FALSE	FALSE	TRUE
opera_contig_225848_183-5046.1	TLL35_bin.42	9712	opera_contig_225848	4863	7	Saccharide	deepbgc	0.63111	MAG	Blautia_A_sp900066165	FALSE	FALSE	TRUE
opera_contig_225854_0-3292.1	TLL39_bin.130	2874	opera_contig_225854	3292	2	RiPP	deepbgc	0.59262	MAG	CAG-110_sp003525905	FALSE	FALSE	TRUE
opera_contig_2259_124-4715.1	TLL64_bin.42	2952	opera_contig_2259	4591	8	RiPP	deepbgc	0.65768	Isolate	Streptococcus_pasteurianus	FALSE	FALSE	TRUE
opera_contig_225952_0-14390.1	TLL35_bin.48	10864	opera_contig_225952	14390	12	Saccharide	deepbgc	0.94336	MAG	Eubacterium_F_sp003491505	FALSE	FALSE	TRUE
opera_contig_225966_18562-32075.1	TLL39_bin.63	8672	opera_contig_225966	13513	11	Saccharide	deepbgc	0.77526	MAG	Bacteroides_A_plebeius_A	FALSE	FALSE	TRUE
opera_contig_225976_817-9905.1	TLL35_bin.48	5848	opera_contig_225976	9088	9	Polyketide	deepbgc	0.8637	MAG	Eubacterium_F_sp003491505	FALSE	FALSE	TRUE
opera_contig_225980_112-8659.1	TLL39_bin.63	11386	opera_contig_225980	8547	9	Saccharide	deepbgc	0.85548	MAG	Bacteroides_A_plebeius_A	FALSE	FALSE	TRUE
opera_contig_225984_8754-11071.1	TLL39_bin.95	2950	opera_contig_225984	2317	3	RiPP	deepbgc	0.51594	Isolate	Bifidobacterium_pseudocatenulatum	FALSE	FALSE	TRUE
opera_contig_225996_0-2377.1	TLL35_bin.48	2951	opera_contig_225996	2377	2	RiPP	deepbgc	0.53587	MAG	Eubacterium_F_sp003491505	FALSE	FALSE	TRUE
opera_contig_226_0-4954.1	TLL76_bin.59	2982	opera_contig_226	4954	5	RiPP	deepbgc	0.62055	MAG	Eubacteriaceae_SGB_4957	FALSE	FALSE	TRUE
opera_contig_226_39619-45923.1	TLL104_bin.12	7010	opera_contig_226	6304	7	Polyketide	deepbgc	0.6026	MAG	UMGS1820_SGB_4152	FALSE	FALSE	TRUE
opera_contig_2260_1-3214.1	TLL64_bin.18	11397	opera_contig_2260	3213	3	Saccharide	deepbgc	0.87217	Isolate	Lachnospira_sp003537285	FALSE	FALSE	TRUE
opera_contig_226004_80-7515.1	TLL35_bin.48	11388	opera_contig_226004	7435	7	Saccharide	deepbgc	0.61123	MAG	Eubacterium_F_sp003491505	FALSE	FALSE	TRUE
opera_contig_226006_3355-15843.1	TLL39_bin.95	11389	opera_contig_226006	12488	15	Saccharide	deepbgc	0.83161	Isolate	Bifidobacterium_pseudocatenulatum	FALSE	FALSE	TRUE
opera_contig_226025_75-3848.1	TLL39_bin.95	15171	opera_contig_226025	3773	5	Other	deepbgc	0.65279	Isolate	Bifidobacterium_pseudocatenulatum	FALSE	FALSE	TRUE
opera_contig_226028_1-2800.1	TLL39_bin.95	15993	opera_contig_226028	2799	3	NRP-Polyketide	deepbgc	0.64203	Isolate	Bifidobacterium_pseudocatenulatum	FALSE	FALSE	TRUE
opera_contig_226043_674293-677316.1	TLL39_bin.120	11390	opera_contig_226043	3023	3	Saccharide	deepbgc	0.63367	Isolate	Paraprevotella_clara	FALSE	FALSE	TRUE
opera_contig_226043_724803-744365.1	TLL39_bin.120	11391	opera_contig_226043	19562	18	Saccharide	deepbgc	0.86298	Isolate	Paraprevotella_clara	FALSE	FALSE	TRUE
opera_contig_226043_848362-863877.1	TLL39_bin.120	13248	opera_contig_226043	15515	13	Saccharide	deepbgc	0.88274	Isolate	Paraprevotella_clara	FALSE	FALSE	TRUE
opera_contig_226043_92909-104330.1	TLL39_bin.120	11392	opera_contig_226043	11421	13	Saccharide	deepbgc	0.65326	Isolate	Paraprevotella_clara	FALSE	FALSE	TRUE
opera_contig_226044_203229-228793.1	TLL39_bin.120	11393	opera_contig_226044	25564	21	Saccharide	deepbgc	0.88365	Isolate	Paraprevotella_clara	FALSE	FALSE	TRUE
opera_contig_226045_131901-146657.1	TLL39_bin.120	11394	opera_contig_226045	14756	14	Saccharide	deepbgc	0.93479	Isolate	Paraprevotella_clara	FALSE	FALSE	TRUE
opera_contig_226048_57808-61960.1	TLL39_bin.120	12375	opera_contig_226048	4152	4	Saccharide	deepbgc	0.56244	Isolate	Paraprevotella_clara	FALSE	FALSE	TRUE
opera_contig_226049_18728-22575.1	TLL39_bin.120	2954	opera_contig_226049	3847	3	RiPP	deepbgc	0.7635	Isolate	Paraprevotella_clara	FALSE	FALSE	TRUE
