BIN_ID	rep_cluster	GCF_final	CONTIG	LENGTH	NB_GENE	TYPE	detector	deepbgc_score	cat_name	anno_taxon	rep_cluster_fmt	in_HRGM	in_curated_db	novel
TLL50_bin.8	opera_contig_126328_120419-122757.1	3327	opera_contig_126328	2338	4	RiPP	deepbgc	0.59267	Isolate	Fusicatenibacter_saccharivorans	opera_contig_126328_120419-122757	FALSE	FALSE	TRUE
TLL50_bin.82	TLL50_bin.82_c00002_opera_c...region001	5392	opera_contig_125860	41722	39	NRPS-like	antismash	NA	Isolate	Sellimonas_intestinalis	TLL50_bin.82_c00002_opera_c...region001	FALSE	TRUE	FALSE
TLL51_bin.1	opera_contig_278048_236356-253698.1	12240	opera_contig_278048	17342	15	Saccharide	deepbgc	0.842	Isolate	Coprococcus_eutactus	opera_contig_278048_236356-253698	FALSE	FALSE	TRUE
TLL51_bin.1	opera_contig_278048_0-2824.1	12239	opera_contig_278048	2824	4	Saccharide	deepbgc	0.79791	Isolate	Coprococcus_eutactus	opera_contig_278048_0-2824	FALSE	FALSE	TRUE
TLL51_bin.1	opera_contig_278048_188524-193843.1	7650	opera_contig_278048	5319	5	Polyketide	deepbgc	0.63275	Isolate	Coprococcus_eutactus	opera_contig_278048_188524-193843	FALSE	FALSE	TRUE
TLL51_bin.1	opera_contig_278048_4967-9278.1	12241	opera_contig_278048	4311	4	Saccharide	deepbgc	0.55689	Isolate	Coprococcus_eutactus	opera_contig_278048_4967-9278	FALSE	FALSE	TRUE
TLL51_bin.1	opera_contig_278047_152141-174333.1	12238	opera_contig_278047	22192	19	Saccharide	deepbgc	0.84396	Isolate	Coprococcus_eutactus	opera_contig_278047_152141-174333	FALSE	FALSE	TRUE
TLL51_bin.1	opera_contig_278046_742966-745649.1	3618	opera_contig_278046	2683	3	RiPP	deepbgc	0.68118	Isolate	Coprococcus_eutactus	opera_contig_278046_742966-745649	FALSE	FALSE	TRUE
TLL51_bin.103	opera_contig_277729_5459-8014.1	3616	opera_contig_277729	2555	4	RiPP	deepbgc	0.59757	Isolate	Ruminiclostridium_E_siraeum	opera_contig_277729_5459-8014	FALSE	FALSE	TRUE
TLL51_bin.103	opera_contig_277671_55520-60280.1	12237	opera_contig_277671	4760	7	Saccharide	deepbgc	0.62792	Isolate	Ruminiclostridium_E_siraeum	opera_contig_277671_55520-60280	FALSE	FALSE	TRUE
TLL51_bin.103	opera_contig_277682_23368-26172.1	3615	opera_contig_277682	2804	2	RiPP	deepbgc	0.52094	Isolate	Ruminiclostridium_E_siraeum	opera_contig_277682_23368-26172	FALSE	FALSE	TRUE
TLL51_bin.103	opera_contig_5627_219-3592.1	4684	opera_contig_5627	3373	4	RiPP	deepbgc	0.70365	Isolate	Ruminiclostridium_E_siraeum	opera_contig_5627_219-3592	FALSE	FALSE	TRUE
TLL51_bin.103	opera_contig_277679_17086-22123.1	3614	opera_contig_277679	5037	6	RiPP	deepbgc	0.59296	Isolate	Ruminiclostridium_E_siraeum	opera_contig_277679_17086-22123	FALSE	FALSE	TRUE
TLL51_bin.103	opera_contig_277717_95-7110.1	7369	opera_contig_277717	7015	11	Polyketide	deepbgc	0.6685	Isolate	Ruminiclostridium_E_siraeum	opera_contig_277717_95-7110	FALSE	FALSE	TRUE
TLL51_bin.103	opera_contig_277668_1688-33755.1	3613	opera_contig_277668	32067	34	RiPP	deepbgc	0.74713	Isolate	Ruminiclostridium_E_siraeum	opera_contig_277668_1688-33755	FALSE	FALSE	TRUE
TLL51_bin.107	opera_contig_273265_63-6995.1	15377	opera_contig_273265	6932	13	Other	deepbgc	0.76971	Isolate	Clostridium_Q_sp003024715	opera_contig_273265_63-6995	FALSE	FALSE	TRUE
TLL51_bin.107	opera_contig_7486_0-2779.1	8243	opera_contig_7486	2779	5	Polyketide	deepbgc	0.78364	Isolate	Clostridium_Q_sp003024715	opera_contig_7486_0-2779	FALSE	FALSE	TRUE
TLL51_bin.108	opera_contig_273203_269000-273431.1	3565	opera_contig_273203	4431	6	RiPP	deepbgc	0.58115000000000006	Isolate	Prevotella_copri_A	opera_contig_273203_269000-273431	FALSE	FALSE	TRUE
TLL51_bin.118	opera_contig_2709_231-7146.1	12139	opera_contig_2709	6915	9	Saccharide	deepbgc	0.93288	MAG	Coriobacteriaceae_SGB_14370	opera_contig_2709_231-7146	FALSE	FALSE	TRUE
TLL51_bin.118	opera_contig_356_21837-24008.1	12978	opera_contig_356	2171	2	Saccharide	deepbgc	0.56291	MAG	Coriobacteriaceae_SGB_14370	opera_contig_356_21837-24008	FALSE	FALSE	TRUE
TLL51_bin.118	opera_contig_139_20868-47597.1	9354	opera_contig_139	26729	28	Saccharide	deepbgc	0.89651	MAG	Coriobacteriaceae_SGB_14370	opera_contig_139_20868-47597	FALSE	FALSE	TRUE
TLL51_bin.118	opera_contig_1019_2-13846.1	597	opera_contig_1019	13844	14	RiPP	deepbgc	0.75572	MAG	Coriobacteriaceae_SGB_14370	opera_contig_1019_2-13846	FALSE	FALSE	TRUE
TLL51_bin.118	opera_contig_1460_1637-11569.1	6244	opera_contig_1460	9932	14	Polyketide	deepbgc	0.78881	MAG	Coriobacteriaceae_SGB_14370	opera_contig_1460_1637-11569	FALSE	FALSE	TRUE
TLL51_bin.118	opera_contig_7867_100-6284.1	13939	opera_contig_7867	6184	12	Saccharide	deepbgc	0.95963	MAG	Coriobacteriaceae_SGB_14370	opera_contig_7867_100-6284	FALSE	FALSE	TRUE
TLL51_bin.118	opera_contig_403_13426-23956.1	4354	opera_contig_403	10530	10	RiPP	deepbgc	0.67446	MAG	Coriobacteriaceae_SGB_14370	opera_contig_403_13426-23956	FALSE	FALSE	TRUE
TLL51_bin.121	opera_contig_278146_1-13415.1	1974	opera_contig_278146	13414	9	RiPP	deepbgc	0.6976	Isolate	Alistipes_A_indistinctus	opera_contig_278146_1-13415	FALSE	FALSE	TRUE
TLL51_bin.121	opera_contig_278147_252520-266472.1	12243	opera_contig_278147	13952	12	Saccharide	deepbgc	0.7595	Isolate	Alistipes_A_indistinctus	opera_contig_278147_252520-266472	FALSE	FALSE	TRUE
TLL51_bin.121	opera_contig_278144_103018-106671.1	7372	opera_contig_278144	3653	4	Polyketide	deepbgc	0.6535	Isolate	Alistipes_A_indistinctus	opera_contig_278144_103018-106671	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_926_22170-28561.1	14127	opera_contig_926	6391	8	Saccharide	deepbgc	0.57341	Isolate	Blautia_A_sp900120195	opera_contig_926_22170-28561	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_277354_162-11690.1	3608	opera_contig_277354	11528	27	RiPP	deepbgc	0.84366	Isolate	Blautia_A_sp900120195	opera_contig_277354_162-11690	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_1059_2-32447.1	654	opera_contig_1059	32445	47	RiPP	deepbgc	0.90487	Isolate	Blautia_A_sp900120195	opera_contig_1059_2-32447	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_1018_4929-19591.1	8437	opera_contig_1018	14662	17	Saccharide	deepbgc	0.7718	Isolate	Blautia_A_sp900120195	opera_contig_1018_4929-19591	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_277318_0-21971.1	12228	opera_contig_277318	21971	28	Saccharide	deepbgc	0.99206	Isolate	Blautia_A_sp900120195	opera_contig_277318_0-21971	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_5084_1190-3962.1	15719	opera_contig_5084	2772	5	Other	deepbgc	0.68881	Isolate	Blautia_A_sp900120195	opera_contig_5084_1190-3962	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_11875_0-3362.1	8899	opera_contig_11875	3362	4	Saccharide	deepbgc	0.85939	Isolate	Blautia_A_sp900120195	opera_contig_11875_0-3362	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_277358_2-11017.1	3609	opera_contig_277358	11015	16	RiPP	deepbgc	0.68905	Isolate	Blautia_A_sp900120195	opera_contig_277358_2-11017	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_277308_15196-25565.1	3607	opera_contig_277308	10369	12	RiPP	deepbgc	0.73019	Isolate	Blautia_A_sp900120195	opera_contig_277308_15196-25565	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_5221_2191-8203.1	16048	opera_contig_5221	6012	9	Polyketide	deepbgc	0.5933	Isolate	Blautia_A_sp900120195	opera_contig_5221_2191-8203	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_277373_2483-7975.1	15386	opera_contig_277373	5492	10	Other	deepbgc	0.68037	Isolate	Blautia_A_sp900120195	opera_contig_277373_2483-7975	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_1223_442-15157.1	6008	opera_contig_1223	14715	25	Polyketide	deepbgc	0.8771	Isolate	Blautia_A_sp900120195	opera_contig_1223_442-15157	FALSE	FALSE	TRUE
TLL51_bin.122	TLL51_bin.122_c00048_opera_c...region001	5394	opera_contig_2557	9406	17	NRPS	antismash	NA	Isolate	Blautia_A_sp900120195	TLL51_bin.122_c00048_opera_c...region001	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_1492_3688-19750.1	9576	opera_contig_1492	16062	18	Saccharide	deepbgc	0.89328	Isolate	Blautia_A_sp900120195	opera_contig_1492_3688-19750	TRUE	FALSE	FALSE
TLL51_bin.122	opera_contig_9359_164-3232.1	5137	opera_contig_9359	3068	5	RiPP	deepbgc	0.7224	Isolate	Blautia_A_sp900120195	opera_contig_9359_164-3232	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_277304_367-3875.1	12227	opera_contig_277304	3508	7	Saccharide	deepbgc	0.75384	Isolate	Blautia_A_sp900120195	opera_contig_277304_367-3875	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_273857_2-27512.1	12198	opera_contig_273857	27510	31	Saccharide	deepbgc	0.80102	Isolate	Blautia_A_sp900120195	opera_contig_273857_2-27512	FALSE	FALSE	TRUE
TLL51_bin.122	TLL51_bin.122_c00246_opera_c...region001	14316	opera_contig_277337	14442	21	betalactone	antismash	NA	Isolate	Blautia_A_sp900120195	TLL51_bin.122_c00246_opera_c...region001	FALSE	FALSE	TRUE
TLL51_bin.122	TLL51_bin.122_c00011_opera_c...region001	5393	opera_contig_1087	22171	26	NRPS	antismash	NA	Isolate	Blautia_A_sp900120195	TLL51_bin.122_c00011_opera_c...region001	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_277303_36589-41669.1	3606	opera_contig_277303	5080	6	RiPP	deepbgc	0.52968	Isolate	Blautia_A_sp900120195	opera_contig_277303_36589-41669	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_277336_2-14469.1	12229	opera_contig_277336	14467	30	Saccharide	deepbgc	0.94233	Isolate	Blautia_A_sp900120195	opera_contig_277336_2-14469	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_277366_323-13845.1	12230	opera_contig_277366	13522	19	Saccharide	deepbgc	0.96613	Isolate	Blautia_A_sp900120195	opera_contig_277366_323-13845	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_277409_171-4970.1	15387	opera_contig_277409	4799	9	Other	deepbgc	0.89022	Isolate	Blautia_A_sp900120195	opera_contig_277409_171-4970	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_2761_0-8308.1	3600	opera_contig_2761	8308	13	RiPP	deepbgc	0.64908	Isolate	Blautia_A_sp900120195	opera_contig_2761_0-8308	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_2730_0-7693.1	3564	opera_contig_2730	7693	11	RiPP	deepbgc	0.62378	Isolate	Blautia_A_sp900120195	opera_contig_2730_0-7693	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_277325_1-18100.1	7364	opera_contig_277325	18099	18	Polyketide	deepbgc	0.6886	Isolate	Blautia_A_sp900120195	opera_contig_277325_1-18100	FALSE	FALSE	TRUE
TLL51_bin.122	TLL51_bin.122_opera_contig_34.region001	5396	opera_contig_34	22453	26	NRPS	antismash	NA	Isolate	Blautia_A_sp900120195	TLL51_bin.122_opera_contig_34.region001	FALSE	FALSE	TRUE
TLL51_bin.122	TLL51_bin.122_c00152_opera_c...region001	5395	opera_contig_9137	4830	6	NRPS	antismash	NA	Isolate	Blautia_A_sp900120195	TLL51_bin.122_c00152_opera_c...region001	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_2344_2-5514.1	7120	opera_contig_2344	5512	8	Polyketide	deepbgc	0.64887	Isolate	Blautia_A_sp900120195	opera_contig_2344_2-5514	FALSE	FALSE	TRUE
TLL51_bin.122	opera_contig_1497_2-10934.1	6273	opera_contig_1497	10932	10	Polyketide	deepbgc	0.63551	Isolate	Blautia_A_sp900120195	opera_contig_1497_2-10934	FALSE	FALSE	TRUE
TLL51_bin.128	opera_contig_277445_152721-155311.1	12232	opera_contig_277445	2590	3	Saccharide	deepbgc	0.59131	MAG	Dorea_sp900066555	opera_contig_277445_152721-155311	FALSE	FALSE	TRUE
TLL51_bin.128	opera_contig_277471_6966-20853.1	12233	opera_contig_277471	13887	17	Saccharide	deepbgc	0.92654	MAG	Dorea_sp900066555	opera_contig_277471_6966-20853	TRUE	FALSE	FALSE
TLL51_bin.128	opera_contig_277471_2-3442.1	15388	opera_contig_277471	3440	3	Terpene	deepbgc	0.61731	MAG	Dorea_sp900066555	opera_contig_277471_2-3442	FALSE	FALSE	TRUE
TLL51_bin.13	opera_contig_275252_176038-178247.1	15857	opera_contig_275252	2209	2	Other	deepbgc	0.52654	Isolate	Agathobaculum_butyriciproducens	opera_contig_275252_176038-178247	FALSE	FALSE	TRUE
TLL51_bin.13	opera_contig_275253_162816-178388.1	3596	opera_contig_275253	15572	20	RiPP	deepbgc	0.86512	Isolate	Agathobaculum_butyriciproducens	opera_contig_275253_162816-178388	FALSE	FALSE	TRUE
TLL51_bin.133	opera_contig_272990_134540-136747.1	7345	opera_contig_272990	2207	2	Polyketide	deepbgc	0.66389	Isolate	Methanobrevibacter_A_smithii	opera_contig_272990_134540-136747	FALSE	FALSE	TRUE
TLL51_bin.134	opera_contig_278531_28361-44677.1	12244	opera_contig_278531	16316	17	Saccharide	deepbgc	0.87801	Isolate	Desulfovibrio_piger	opera_contig_278531_28361-44677	FALSE	FALSE	TRUE
TLL51_bin.134	opera_contig_278534_26339-28689.1	7376	opera_contig_278534	2350	2	Polyketide	deepbgc	0.69118	Isolate	Desulfovibrio_piger	opera_contig_278534_26339-28689	FALSE	FALSE	TRUE
TLL51_bin.134	opera_contig_903_464-18173.1	5110	opera_contig_903	17709	28	RiPP	deepbgc	0.84377	Isolate	Desulfovibrio_piger	opera_contig_903_464-18173	FALSE	FALSE	TRUE
TLL51_bin.134	TLL51_bin.134_c00123_opera_c...region001	15938	opera_contig_278555	12107	13	arylpolyene	antismash	NA	Isolate	Desulfovibrio_piger	TLL51_bin.134_c00123_opera_c...region001	FALSE	FALSE	TRUE
TLL51_bin.134	opera_contig_278561_2696-9948.1	7377	opera_contig_278561	7252	11	Polyketide	deepbgc	0.70522	Isolate	Desulfovibrio_piger	opera_contig_278561_2696-9948	FALSE	FALSE	TRUE
TLL51_bin.134	TLL51_bin.134_c00124_opera_c...region001	5397	opera_contig_278556	11446	6	NRPS	antismash	NA	Isolate	Desulfovibrio_piger	TLL51_bin.134_c00124_opera_c...region001	TRUE	FALSE	FALSE
TLL51_bin.134	TLL51_bin.134_opera_contig_444.region001	15950	opera_contig_444	25420	24	NRPS-like	antismash	NA	Isolate	Desulfovibrio_piger	TLL51_bin.134_opera_contig_444.region001	TRUE	FALSE	FALSE
TLL51_bin.134	opera_contig_4946_0-4071.1	15708	opera_contig_4946	4071	3	Other	deepbgc	0.62402	Isolate	Desulfovibrio_piger	opera_contig_4946_0-4071	FALSE	FALSE	TRUE
TLL51_bin.134	opera_contig_523_4909-14411.1	15724	opera_contig_523	9502	14	Other	deepbgc	0.64121	Isolate	Desulfovibrio_piger	opera_contig_523_4909-14411	FALSE	FALSE	TRUE
TLL51_bin.134	TLL51_bin.134_c00115_opera_c...region001	15943	opera_contig_278547	17052	5	NRPS;T1PKS	antismash	NA	Isolate	Desulfovibrio_piger	TLL51_bin.134_c00115_opera_c...region001	FALSE	FALSE	TRUE
TLL51_bin.134	opera_contig_7412_0-2675.1	8238	opera_contig_7412	2675	3	Polyketide	deepbgc	0.66572	Isolate	Desulfovibrio_piger	opera_contig_7412_0-2675	FALSE	FALSE	TRUE
TLL51_bin.137	opera_contig_274224_47719-50281.1	3581	opera_contig_274224	2562	3	RiPP	deepbgc	0.63204	Isolate	Agathobacter_rectale	opera_contig_274224_47719-50281	FALSE	FALSE	TRUE
TLL51_bin.22	opera_contig_274504_29445-34744.1	15379	opera_contig_274504	5299	11	Other	deepbgc	0.79056	Isolate	Lachnospira_sp003537285	opera_contig_274504_29445-34744	FALSE	FALSE	TRUE
TLL51_bin.22	opera_contig_3729_151-5756.1	4280	opera_contig_3729	5605	7	RiPP	deepbgc	0.83775	Isolate	Lachnospira_sp003537285	opera_contig_3729_151-5756	FALSE	FALSE	TRUE
TLL51_bin.22	opera_contig_274576_2-7815.1	3590	opera_contig_274576	7813	6	RiPP	deepbgc	0.69953	Isolate	Lachnospira_sp003537285	opera_contig_274576_2-7815	FALSE	FALSE	TRUE
TLL51_bin.22	opera_contig_3867_2-4913.1	4315	opera_contig_3867	4911	7	RiPP	deepbgc	0.59967	Isolate	Lachnospira_sp003537285	opera_contig_3867_2-4913	FALSE	FALSE	TRUE
TLL51_bin.22	opera_contig_1383_1212-10509.1	1337	opera_contig_1383	9297	11	RiPP	deepbgc	0.63706	Isolate	Lachnospira_sp003537285	opera_contig_1383_1212-10509	TRUE	FALSE	FALSE
TLL51_bin.22	opera_contig_274528_12433-16394.1	3588	opera_contig_274528	3961	8	RiPP	deepbgc	0.53479	Isolate	Lachnospira_sp003537285	opera_contig_274528_12433-16394	FALSE	FALSE	TRUE
TLL51_bin.22	opera_contig_595_2-22656.1	13573	opera_contig_595	22654	30	Saccharide	deepbgc	0.92652	Isolate	Lachnospira_sp003537285	opera_contig_595_2-22656	FALSE	FALSE	TRUE
TLL51_bin.22	opera_contig_274524_1863-16743.1	3587	opera_contig_274524	14880	17	RiPP	deepbgc	0.63778	Isolate	Lachnospira_sp003537285	opera_contig_274524_1863-16743	FALSE	FALSE	TRUE
TLL51_bin.22	opera_contig_274517_1450-18818.1	3586	opera_contig_274517	17368	23	RiPP	deepbgc	0.77967	Isolate	Lachnospira_sp003537285	opera_contig_274517_1450-18818	TRUE	FALSE	FALSE
TLL51_bin.22	opera_contig_274501_7773-14330.1	3585	opera_contig_274501	6557	8	RiPP	deepbgc	0.69846	Isolate	Lachnospira_sp003537285	opera_contig_274501_7773-14330	FALSE	FALSE	TRUE
TLL51_bin.22	opera_contig_274545_5762-10506.1	3589	opera_contig_274545	4744	12	RiPP	deepbgc	0.67161	Isolate	Lachnospira_sp003537285	opera_contig_274545_5762-10506	FALSE	FALSE	TRUE
TLL51_bin.22	opera_contig_274552_11034-14180.1	7356	opera_contig_274552	3146	3	Polyketide	deepbgc	0.60065	Isolate	Lachnospira_sp003537285	opera_contig_274552_11034-14180	FALSE	FALSE	TRUE
TLL51_bin.23	opera_contig_273380_953156-978270.1	12188	opera_contig_273380	25114	28	Saccharide	deepbgc	0.89991	Isolate	Ruminococcus_E_bromii_B	opera_contig_273380_953156-978270	FALSE	FALSE	TRUE
TLL51_bin.23	opera_contig_273380_464426-481634.1	10578	opera_contig_273380	17208	16	Saccharide	deepbgc	0.8919	Isolate	Ruminococcus_E_bromii_B	opera_contig_273380_464426-481634	FALSE	FALSE	TRUE
TLL51_bin.25	opera_contig_278133_156105-160954.1	3623	opera_contig_278133	4849	7	RiPP	deepbgc	0.57302	MAG	Blautia_A_sp900066145	opera_contig_278133_156105-160954	FALSE	FALSE	TRUE
TLL51_bin.25	opera_contig_278133_179668-186268.1	3624	opera_contig_278133	6600	5	RiPP	deepbgc	0.5289	MAG	Blautia_A_sp900066145	opera_contig_278133_179668-186268	FALSE	FALSE	TRUE
TLL51_bin.25	opera_contig_278138_18205-32574.1	3625	opera_contig_278138	14369	12	RiPP	deepbgc	0.8033	MAG	Blautia_A_sp900066145	opera_contig_278138_18205-32574	FALSE	FALSE	TRUE
TLL51_bin.27	opera_contig_30_46114-90030.1	12601	opera_contig_30	43916	61	Saccharide	deepbgc	0.91456	MAG	Lachnospiraceae_SGB_4746	opera_contig_30_46114-90030	FALSE	FALSE	TRUE
TLL51_bin.27	opera_contig_24_6845-40578.1	11830	opera_contig_24	33733	38	Saccharide	deepbgc	0.95531	MAG	Lachnospiraceae_SGB_4746	opera_contig_24_6845-40578	FALSE	FALSE	TRUE
TLL51_bin.27	opera_contig_312_8654-23568.1	12632	opera_contig_312	14914	11	Saccharide	deepbgc	0.90184	MAG	Lachnospiraceae_SGB_4746	opera_contig_312_8654-23568	FALSE	FALSE	TRUE
TLL51_bin.27	opera_contig_424_20529-28488.1	4416	opera_contig_424	7959	19	RiPP	deepbgc	0.70522	MAG	Lachnospiraceae_SGB_4746	opera_contig_424_20529-28488	FALSE	FALSE	TRUE
TLL51_bin.27	opera_contig_1870_1822-13398.1	10652	opera_contig_1870	11576	11	Saccharide	deepbgc	0.96624	MAG	Lachnospiraceae_SGB_4746	opera_contig_1870_1822-13398	FALSE	FALSE	TRUE
TLL51_bin.30	opera_contig_278077_126328-145466.1	7370	opera_contig_278077	19138	28	Polyketide	deepbgc	0.76185	MAG	Ruminiclostridium_C_sp000435295	opera_contig_278077_126328-145466	FALSE	FALSE	TRUE
TLL51_bin.30	opera_contig_278078_58347-69504.1	7371	opera_contig_278078	11157	15	Polyketide	deepbgc	0.63824	MAG	Ruminiclostridium_C_sp000435295	opera_contig_278078_58347-69504	FALSE	FALSE	TRUE
TLL51_bin.30	opera_contig_278075_115188-118391.1	3622	opera_contig_278075	3203	6	RiPP	deepbgc	0.60002	MAG	Ruminiclostridium_C_sp000435295	opera_contig_278075_115188-118391	FALSE	FALSE	TRUE
TLL51_bin.30	opera_contig_278075_105679-110659.1	3621	opera_contig_278075	4980	7	RiPP	deepbgc	0.61776	MAG	Ruminiclostridium_C_sp000435295	opera_contig_278075_105679-110659	FALSE	FALSE	TRUE
TLL51_bin.35	opera_contig_2924_2-4491.1	3689	opera_contig_2924	4489	3	RiPP	deepbgc	0.56218	Isolate	Faecalibacterium_prausnitzii_G	opera_contig_2924_2-4491	FALSE	FALSE	TRUE
TLL51_bin.35	opera_contig_278867_270-14244.1	3632	opera_contig_278867	13974	13	RiPP	deepbgc	0.67418	Isolate	Faecalibacterium_prausnitzii_G	opera_contig_278867_270-14244	FALSE	FALSE	TRUE
TLL51_bin.43	opera_contig_273834_33078-39218.1	12196	opera_contig_273834	6140	9	Saccharide	deepbgc	0.67857	MAG	Blautia_A_sp000433815	opera_contig_273834_33078-39218	FALSE	FALSE	TRUE
TLL51_bin.43	opera_contig_273846_19941-24698.1	3575	opera_contig_273846	4757	10	RiPP	deepbgc	0.66369	MAG	Blautia_A_sp000433815	opera_contig_273846_19941-24698	FALSE	FALSE	TRUE
TLL51_bin.43	opera_contig_273823_26391-30506.1	3573	opera_contig_273823	4115	7	RiPP	deepbgc	0.89798	MAG	Blautia_A_sp000433815	opera_contig_273823_26391-30506	FALSE	FALSE	TRUE
TLL51_bin.43	opera_contig_273877_4449-9907.1	3578	opera_contig_273877	5458	7	RiPP	deepbgc	0.60921	MAG	Blautia_A_sp000433815	opera_contig_273877_4449-9907	FALSE	FALSE	TRUE
TLL51_bin.43	opera_contig_273847_20029-33376.1	12197	opera_contig_273847	13347	20	Saccharide	deepbgc	0.86718	MAG	Blautia_A_sp000433815	opera_contig_273847_20029-33376	FALSE	FALSE	TRUE
TLL51_bin.43	opera_contig_273813_25257-28488.1	3571	opera_contig_273813	3231	6	RiPP	deepbgc	0.60402	MAG	Blautia_A_sp000433815	opera_contig_273813_25257-28488	FALSE	FALSE	TRUE
TLL51_bin.43	opera_contig_273813_192172-196632.1	3570	opera_contig_273813	4460	10	RiPP	deepbgc	0.63792	MAG	Blautia_A_sp000433815	opera_contig_273813_192172-196632	FALSE	FALSE	TRUE
TLL51_bin.43	opera_contig_273867_157-15460.1	3577	opera_contig_273867	15303	24	RiPP	deepbgc	0.8335	MAG	Blautia_A_sp000433815	opera_contig_273867_157-15460	TRUE	FALSE	FALSE
TLL51_bin.43	opera_contig_273840_27693-32159.1	7353	opera_contig_273840	4466	8	Polyketide	deepbgc	0.52218	MAG	Blautia_A_sp000433815	opera_contig_273840_27693-32159	FALSE	FALSE	TRUE
TLL51_bin.43	opera_contig_273822_62960-77529.1	3572	opera_contig_273822	14569	14	RiPP	deepbgc	0.79561	MAG	Blautia_A_sp000433815	opera_contig_273822_62960-77529	FALSE	FALSE	TRUE
TLL51_bin.43	opera_contig_273840_2616-12519.1	3574	opera_contig_273840	9903	16	RiPP	deepbgc	0.68523	MAG	Blautia_A_sp000433815	opera_contig_273840_2616-12519	FALSE	FALSE	TRUE
TLL51_bin.43	opera_contig_273813_9298-12527.1	7352	opera_contig_273813	3229	6	Polyketide	deepbgc	0.60111	MAG	Blautia_A_sp000433815	opera_contig_273813_9298-12527	FALSE	FALSE	TRUE
TLL51_bin.43	TLL51_bin.43_c00033_opera_c...region001	5398	opera_contig_273821	29504	37	NRPS	antismash	NA	MAG	Blautia_A_sp000433815	TLL51_bin.43_c00033_opera_c...region001	FALSE	FALSE	TRUE
TLL51_bin.53	opera_contig_273913_311637-383439.1	12200	opera_contig_273913	71802	57	Saccharide	deepbgc	0.96978	MAG	CAG-95_sp000438155	opera_contig_273913_311637-383439	FALSE	FALSE	TRUE
TLL51_bin.53	opera_contig_273911_444341-490282.1	12199	opera_contig_273911	45941	36	Saccharide	deepbgc	0.77082	MAG	CAG-95_sp000438155	opera_contig_273911_444341-490282	FALSE	FALSE	TRUE
TLL51_bin.53	opera_contig_273919_105053-133074.1	12201	opera_contig_273919	28021	30	Saccharide	deepbgc	0.8448	MAG	CAG-95_sp000438155	opera_contig_273919_105053-133074	FALSE	FALSE	TRUE
TLL51_bin.53	opera_contig_273912_165181-189519.1	12905	opera_contig_273912	24338	21	Saccharide	deepbgc	0.8552	MAG	CAG-95_sp000438155	opera_contig_273912_165181-189519	FALSE	FALSE	TRUE
TLL51_bin.54	opera_contig_274298_2088442-2093750.1	3582	opera_contig_274298	5308	4	RiPP	deepbgc	0.6396	MAG	Eubacterium_R_sp000436835	opera_contig_274298_2088442-2093750	FALSE	FALSE	TRUE
TLL51_bin.55	opera_contig_271735_55800-73210.1	12158	opera_contig_271735	17410	19	Saccharide	deepbgc	0.86412	Isolate	Blautia_A_massiliensis	opera_contig_271735_55800-73210	FALSE	FALSE	TRUE
TLL51_bin.55	opera_contig_115_52709-61376.1	13608	opera_contig_115	8667	8	Saccharide	deepbgc	0.93705	Isolate	Blautia_A_massiliensis	opera_contig_115_52709-61376	FALSE	FALSE	TRUE
TLL51_bin.56	opera_contig_276083_54272-76790.1	12219	opera_contig_276083	22518	18	Saccharide	deepbgc	0.71809	Isolate	Faecalibacterium_prausnitzii_C	opera_contig_276083_54272-76790	FALSE	FALSE	TRUE
TLL51_bin.56	TLL51_bin.56_c00006_opera_c...region001	369	opera_contig_276079	20210	13	lassopeptide	antismash	NA	Isolate	Faecalibacterium_prausnitzii_C	TLL51_bin.56_c00006_opera_c...region001	FALSE	FALSE	TRUE
TLL51_bin.57	opera_contig_276073_3211-6484.1	3599	opera_contig_276073	3273	4	RiPP	deepbgc	0.59564	Novel	NS_635	opera_contig_276073_3211-6484	FALSE	FALSE	TRUE
